index,img_id,img_path,qu_id,qu_sentence,qu_tokens,all_ans,valid_ans
42,2693,preprocessed/img/img_train/abstract_v002_train2015_000000002693.png,26930,What color is the boy?,"['what', 'color', 'is', 'the', 'boy', '?']","['brown', 'tan', 'caucasian', 'white', 'black', 'blue', 'asian']","['brown', 'tan', 'caucasian', 'white', 'black', 'blue', 'asian']"
43,2693,preprocessed/img/img_train/abstract_v002_train2015_000000002693.png,26931,Is the baby sitting in front of a brown couch?,"['is', 'the', 'baby', 'sitting', 'in', 'front', 'of', 'a', 'brown', 'couch', '?']",['yes'],['yes']
44,2693,preprocessed/img/img_train/abstract_v002_train2015_000000002693.png,26932,How many couches are there?,"['how', 'many', 'couches', 'are', 'there', '?']",['2'],['2']
45,557,preprocessed/img/img_train/abstract_v002_train2015_000000000557.png,5570,Are there people playing?,"['are', 'there', 'people', 'playing', '?']",['no'],['no']
46,557,preprocessed/img/img_train/abstract_v002_train2015_000000000557.png,5571,Is it sunny?,"['is', 'it', 'sunny', '?']",['yes'],['yes']
47,557,preprocessed/img/img_train/abstract_v002_train2015_000000000557.png,5572,What color is the sand?,"['what', 'color', 'is', 'the', 'sand', '?']","['brown and purple', 'brown', 'beige', 'tan']","['brown and purple', 'brown', 'beige', 'tan']"
48,2125,preprocessed/img/img_train/abstract_v002_train2015_000000002125.png,21250,What color are the flowers on the curtain?,"['what', 'color', 'are', 'the', 'flowers', 'on', 'the', 'curtain', '?']","['brown', 'tan', 'red', 'yellow, orange and pink', 'pink', 'red and orange', 'orange and red']","['brown', 'tan', 'red', 'pink', 'red and orange', 'orange and red']"
49,2125,preprocessed/img/img_train/abstract_v002_train2015_000000002125.png,21251,Is the dog sleeping?,"['is', 'the', 'dog', 'sleeping', '?']",['no'],['no']
50,2125,preprocessed/img/img_train/abstract_v002_train2015_000000002125.png,21252,Is the window a rectangle?,"['is', 'the', 'window', 'a', 'rectangle', '?']","['no', 'yes']","['no', 'yes']"
51,3288,preprocessed/img/img_train/abstract_v002_train2015_000000003288.png,32880,What color is the fire?,"['what', 'color', 'is', 'the', 'fire', '?']",['orange'],['orange']
52,3288,preprocessed/img/img_train/abstract_v002_train2015_000000003288.png,32881,Is she eating?,"['is', 'she', 'eating', '?']",['no'],['no']
53,3288,preprocessed/img/img_train/abstract_v002_train2015_000000003288.png,32882,Is this daytime?,"['is', 'this', 'daytime', '?']","['no', 'yes']","['no', 'yes']"
54,32,preprocessed/img/img_train/abstract_v002_train2015_000000000032.png,320,"What is the smaller version of the thing under the man's feet, often found at the doorstep, called?","['what', 'is', 'the', 'smaller', 'version', 'of', 'the', 'thing', 'under', 'the', 'man', ""'"", 's', 'feet', ',', 'often', 'found', 'at', 'the', 'doorstep', ',', 'called', '?']","['welcome mat', 'mat', 'rug', 'doormat']","['welcome mat', 'mat', 'rug', 'doormat']"
55,32,preprocessed/img/img_train/abstract_v002_train2015_000000000032.png,321,How many pictures are there?,"['how', 'many', 'pictures', 'are', 'there', '?']",['2'],['2']
56,32,preprocessed/img/img_train/abstract_v002_train2015_000000000032.png,322,Is the man in the gray pants immature?,"['is', 'the', 'man', 'in', 'the', 'gray', 'pants', 'immature', '?']","['yes', 'no']","['yes', 'no']"
57,851,preprocessed/img/img_train/abstract_v002_train2015_000000000851.png,8512,Is there a painting above her head?,"['is', 'there', 'a', 'painting', 'above', 'her', 'head', '?']",['yes'],['yes']
58,851,preprocessed/img/img_train/abstract_v002_train2015_000000000851.png,8510,What is the woman holding in her hand?,"['what', 'is', 'the', 'woman', 'holding', 'in', 'her', 'hand', '?']","['bear', 'teddy bear', 'teddy bear and robot', 'toys']","['bear', 'teddy bear', 'teddy bear and robot', 'toys']"
59,851,preprocessed/img/img_train/abstract_v002_train2015_000000000851.png,8511,What color is the tablecloth?,"['what', 'color', 'is', 'the', 'tablecloth', '?']",['white'],['white']
60,2750,preprocessed/img/img_train/abstract_v002_train2015_000000002750.png,27500,What color is the sun?,"['what', 'color', 'is', 'the', 'sun', '?']",['yellow'],['yellow']
61,2750,preprocessed/img/img_train/abstract_v002_train2015_000000002750.png,27501,How many women are there?,"['how', 'many', 'women', 'are', 'there', '?']",['2'],['2']
62,2750,preprocessed/img/img_train/abstract_v002_train2015_000000002750.png,27502,Do they have matching shirts?,"['do', 'they', 'have', 'matching', 'shirts', '?']",['no'],['no']
63,425,preprocessed/img/img_train/abstract_v002_train2015_000000000425.png,4250,How many animals are in the room?,"['how', 'many', 'animals', 'are', 'in', 'the', 'room', '?']","['2', '1']","['2', '1']"
64,425,preprocessed/img/img_train/abstract_v002_train2015_000000000425.png,4251,What is on the coffee table?,"['what', 'is', 'on', 'the', 'coffee', 'table', '?']","['dessert', 'food', 'ice cream', 'banana split', 'cupcake', 'sundae', 'desert']","['dessert', 'food', 'ice cream', 'banana split', 'cupcake', 'sundae', 'desert']"
65,425,preprocessed/img/img_train/abstract_v002_train2015_000000000425.png,4252,How many boys are there?,"['how', 'many', 'boys', 'are', 'there', '?']","['1', '2']","['1', '2']"
66,1967,preprocessed/img/img_train/abstract_v002_train2015_000000001967.png,19672,Is the boy sitting on the man?,"['is', 'the', 'boy', 'sitting', 'on', 'the', 'man', '?']","['yes', 'playing']","['yes', 'playing']"
67,1967,preprocessed/img/img_train/abstract_v002_train2015_000000001967.png,19670,Can the bear roar?,"['can', 'the', 'bear', 'roar', '?']",['no'],['no']
68,1967,preprocessed/img/img_train/abstract_v002_train2015_000000001967.png,19671,How many logs are in the fireplace?,"['how', 'many', 'logs', 'are', 'in', 'the', 'fireplace', '?']",['2'],['2']
69,2680,preprocessed/img/img_train/abstract_v002_train2015_000000002680.png,26800,Is the woman expecting a guest?,"['is', 'the', 'woman', 'expecting', 'a', 'guest', '?']","['yes', 'no']","['yes', 'no']"
70,2680,preprocessed/img/img_train/abstract_v002_train2015_000000002680.png,26801,Is the weather outside cold?,"['is', 'the', 'weather', 'outside', 'cold', '?']","['yes', 'maybe']","['yes', 'maybe']"
71,2680,preprocessed/img/img_train/abstract_v002_train2015_000000002680.png,26802,Does the food look good?,"['does', 'the', 'food', 'look', 'good', '?']",['yes'],['yes']
72,2551,preprocessed/img/img_train/abstract_v002_train2015_000000002551.png,25512,What color is the dog?,"['what', 'color', 'is', 'the', 'dog', '?']",['white'],['white']
73,2551,preprocessed/img/img_train/abstract_v002_train2015_000000002551.png,25510,What did the man throw?,"['what', 'did', 'the', 'man', 'throw', '?']",['bone'],['bone']
74,2551,preprocessed/img/img_train/abstract_v002_train2015_000000002551.png,25511,Do the drapes have floral print?,"['do', 'the', 'drapes', 'have', 'floral', 'print', '?']",['yes'],['yes']
75,2932,preprocessed/img/img_train/abstract_v002_train2015_000000002932.png,29320,Is the bike in danger?,"['is', 'the', 'bike', 'in', 'danger', '?']","['no', 'yes']","['no', 'yes']"
76,2932,preprocessed/img/img_train/abstract_v002_train2015_000000002932.png,29321,What color is the man's shirt?,"['what', 'color', 'is', 'the', 'man', ""'"", 's', 'shirt', '?']","['black', 'green']","['black', 'green']"
77,2932,preprocessed/img/img_train/abstract_v002_train2015_000000002932.png,29322,Are the trees bare?,"['are', 'the', 'trees', 'bare', '?']",['no'],['no']
78,1971,preprocessed/img/img_train/abstract_v002_train2015_000000001971.png,19712,How many bushes?,"['how', 'many', 'bushes', '?']",['2'],['2']
79,1971,preprocessed/img/img_train/abstract_v002_train2015_000000001971.png,19710,Can the second woman fit on the bench also?,"['can', 'the', 'second', 'woman', 'fit', 'on', 'the', 'bench', 'also', '?']",['yes'],['yes']
80,1971,preprocessed/img/img_train/abstract_v002_train2015_000000001971.png,19711,What is the younger woman sitting atop?,"['what', 'is', 'the', 'younger', 'woman', 'sitting', 'atop', '?']",['log'],['log']
81,2446,preprocessed/img/img_train/abstract_v002_train2015_000000002446.png,24460,Is that man going to kick the soccer ball later?,"['is', 'that', 'man', 'going', 'to', 'kick', 'the', 'soccer', 'ball', 'later', '?']","['no', 'yes']","['no', 'yes']"
82,2446,preprocessed/img/img_train/abstract_v002_train2015_000000002446.png,24461,What is the man grilling?,"['what', 'is', 'the', 'man', 'grilling', '?']","['nothing', 'marshmallow']","['marshmallow', 'nothing']"
83,2446,preprocessed/img/img_train/abstract_v002_train2015_000000002446.png,24462,Is the tree in the picture an adult tree?,"['is', 'the', 'tree', 'in', 'the', 'picture', 'an', 'adult', 'tree', '?']","['no', 'yes']","['no', 'yes']"
84,2984,preprocessed/img/img_train/abstract_v002_train2015_000000002984.png,29840,Who is taller the male or the female human?,"['who', 'is', 'taller', 'the', 'male', 'or', 'the', 'female', 'human', '?']",['female'],['female']
85,2984,preprocessed/img/img_train/abstract_v002_train2015_000000002984.png,29841,Is the little boy trying to imitate what the older woman is doing?,"['is', 'the', 'little', 'boy', 'trying', 'to', 'imitate', 'what', 'the', 'older', 'woman', 'is', 'doing', '?']",['yes'],['yes']
86,2984,preprocessed/img/img_train/abstract_v002_train2015_000000002984.png,29842,How many chairs?,"['how', 'many', 'chairs', '?']",['2'],['2']
87,235,preprocessed/img/img_train/abstract_v002_train2015_000000000235.png,2352,Whose animals are this?,"['whose', 'animals', 'are', 'this', '?']","['girls', 'girl', ""girl's"", ""grandma's""]","['girls', 'girl']"
88,235,preprocessed/img/img_train/abstract_v002_train2015_000000000235.png,2350,What color is the dog on the left?,"['what', 'color', 'is', 'the', 'dog', 'on', 'the', 'left', '?']","['brown', 'tan and white', 'tan', 'yellow', 'orange', 'orange and white', 'brown and white']","['brown', 'tan and white', 'tan', 'yellow', 'orange', 'orange and white', 'brown and white']"
89,235,preprocessed/img/img_train/abstract_v002_train2015_000000000235.png,2351,How many cats are sleeping on the rug?,"['how', 'many', 'cats', 'are', 'sleeping', 'on', 'the', 'rug', '?']","['2', '3', '4', '1']","['2', '3', '4', '1']"
90,3293,preprocessed/img/img_train/abstract_v002_train2015_000000003293.png,32930,What is the man doing with the bottle of wine?,"['what', 'is', 'the', 'man', 'doing', 'with', 'the', 'bottle', 'of', 'wine', '?']","['carrying', 'holding', 'holding it', 'walking', 'drinking']","['carrying', 'holding it', 'holding', 'walking', 'drinking']"
91,3293,preprocessed/img/img_train/abstract_v002_train2015_000000003293.png,32931,Is there cat hair on the sofa?,"['is', 'there', 'cat', 'hair', 'on', 'the', 'sofa', '?']","['yes', 'probably', 'no']","['yes', 'probably', 'no']"
92,3293,preprocessed/img/img_train/abstract_v002_train2015_000000003293.png,32932,Where is the yellow cat sitting?,"['where', 'is', 'the', 'yellow', 'cat', 'sitting', '?']","['on mantle', 'fireplace', 'mantel', 'mantle', 'on fireplace']","['on mantle', 'fireplace', 'mantel', 'mantle', 'on fireplace']"
93,512,preprocessed/img/img_train/abstract_v002_train2015_000000000512.png,5120,What is the child on?,"['what', 'is', 'the', 'child', 'on', '?']","['blue chair', 'chair']","['blue chair', 'chair']"
94,512,preprocessed/img/img_train/abstract_v002_train2015_000000000512.png,5121,What color is the couch?,"['what', 'color', 'is', 'the', 'couch', '?']",['red'],['red']
95,512,preprocessed/img/img_train/abstract_v002_train2015_000000000512.png,5122,What color is the chair?,"['what', 'color', 'is', 'the', 'chair', '?']","['red', 'blue']","['red', 'blue']"
96,2516,preprocessed/img/img_train/abstract_v002_train2015_000000002516.png,25160,Is there more than 1 mushroom?,"['is', 'there', 'more', 'than', '1', 'mushroom', '?']",['yes'],['yes']
97,2516,preprocessed/img/img_train/abstract_v002_train2015_000000002516.png,25161,What is growing in the area?,"['what', 'is', 'growing', 'in', 'the', 'area', '?']","['mushrooms', 'mushroom']","['mushrooms', 'mushroom']"
98,2516,preprocessed/img/img_train/abstract_v002_train2015_000000002516.png,25162,Is the man dancing?,"['is', 'the', 'man', 'dancing', '?']","['yes', 'no']","['yes', 'no']"
99,1628,preprocessed/img/img_train/abstract_v002_train2015_000000001628.png,16280,What kind of bird is in the sky?,"['what', 'kind', 'of', 'bird', 'is', 'in', 'the', 'sky', '?']",['eagle'],['eagle']
100,1628,preprocessed/img/img_train/abstract_v002_train2015_000000001628.png,16281,What are the people doing?,"['what', 'are', 'the', 'people', 'doing', '?']","['having picnic', 'waving', 'picnic', 'having lunch', 'laughing', 'picnicking']","['having picnic', 'waving', 'picnic', 'having lunch', 'laughing', 'picnicking']"
101,1628,preprocessed/img/img_train/abstract_v002_train2015_000000001628.png,16282,How old is the baby?,"['how', 'old', 'is', 'the', 'baby', '?']","['1', 'my best guess is 1', '6 months', '1 year', '3 years', '2']","['1', 'my best guess is 1', '6 months', '1 year', '3 years', '2']"
102,3486,preprocessed/img/img_train/abstract_v002_train2015_000000003486.png,34860,What is the white animal in front of the plant?,"['what', 'is', 'the', 'white', 'animal', 'in', 'front', 'of', 'the', 'plant', '?']",['cat'],['cat']
103,3486,preprocessed/img/img_train/abstract_v002_train2015_000000003486.png,34861,What is in the woman's hand?,"['what', 'is', 'in', 'the', 'woman', ""'"", 's', 'hand', '?']","['cup', 'red cup', 'glass']","['red cup', 'cup', 'glass']"
104,3486,preprocessed/img/img_train/abstract_v002_train2015_000000003486.png,34862,What is in the front corner of the room?,"['what', 'is', 'in', 'the', 'front', 'corner', 'of', 'the', 'room', '?']","['coat hanger', 'jacket stand', 'coat tree', 'coat rack']","['coat hanger', 'jacket stand', 'coat rack', 'coat tree']"
105,2675,preprocessed/img/img_train/abstract_v002_train2015_000000002675.png,26752,Is the lady sleeping?,"['is', 'the', 'lady', 'sleeping', '?']",['no'],['no']
106,2675,preprocessed/img/img_train/abstract_v002_train2015_000000002675.png,26750,How many people are there?,"['how', 'many', 'people', 'are', 'there', '?']",['1'],['1']
107,2675,preprocessed/img/img_train/abstract_v002_train2015_000000002675.png,26751,Is the woman doing yoga?,"['is', 'the', 'woman', 'doing', 'yoga', '?']","['yes', 'no sure', 'no']","['yes', 'no sure', 'no']"
108,2933,preprocessed/img/img_train/abstract_v002_train2015_000000002933.png,29330,Where is the yellow pail?,"['where', 'is', 'the', 'yellow', 'pail', '?']","['yes', 'sandbox']","['yes', 'sandbox']"
109,2933,preprocessed/img/img_train/abstract_v002_train2015_000000002933.png,29331,What color is the sidewalk?,"['what', 'color', 'is', 'the', 'sidewalk', '?']",['gray'],['gray']
110,2933,preprocessed/img/img_train/abstract_v002_train2015_000000002933.png,29332,Is the child interested in the sandbox?,"['is', 'the', 'child', 'interested', 'in', 'the', 'sandbox', '?']","['no', 'yes']","['no', 'yes']"
111,3054,preprocessed/img/img_train/abstract_v002_train2015_000000003054.png,30540,Is the girl going to kick the ball to the woman?,"['is', 'the', 'girl', 'going', 'to', 'kick', 'the', 'ball', 'to', 'the', 'woman', '?']",['yes'],['yes']
112,3054,preprocessed/img/img_train/abstract_v002_train2015_000000003054.png,30541,What is the girl's hairstyle?,"['what', 'is', 'the', 'girl', ""'"", 's', 'hairstyle', '?']","['braids', 'pigtail braids', 'pigtails']","['braids', 'pigtail braids', 'pigtails']"
113,3054,preprocessed/img/img_train/abstract_v002_train2015_000000003054.png,30542,How many clouds are there?,"['how', 'many', 'clouds', 'are', 'there', '?']",['1'],['1']
114,3555,preprocessed/img/img_train/abstract_v002_train2015_000000003555.png,35552,Is the person near the table trying to have some tea?,"['is', 'the', 'person', 'near', 'the', 'table', 'trying', 'to', 'have', 'some', 'tea', '?']",['yes'],['yes']
115,3555,preprocessed/img/img_train/abstract_v002_train2015_000000003555.png,35550,What is the woman bringing to the table?,"['what', 'is', 'the', 'woman', 'bringing', 'to', 'the', 'table', '?']","['plate', 'bread', 'pie', 'not clear']","['plate', 'pie', 'bread', 'not clear']"
116,3555,preprocessed/img/img_train/abstract_v002_train2015_000000003555.png,35551,How many chairs are there?,"['how', 'many', 'chairs', 'are', 'there', '?']","['2', '3']","['2', '3']"
117,3400,preprocessed/img/img_train/abstract_v002_train2015_000000003400.png,34000,Is there anything on the table?,"['is', 'there', 'anything', 'on', 'the', 'table', '?']",['no'],['no']
118,3400,preprocessed/img/img_train/abstract_v002_train2015_000000003400.png,34001,Do they look happy?,"['do', 'they', 'look', 'happy', '?']",['yes'],['yes']
119,3400,preprocessed/img/img_train/abstract_v002_train2015_000000003400.png,34002,Is the table supported by two legs?,"['is', 'the', 'table', 'supported', 'by', 'two', 'legs', '?']","['yes', 'no']","['yes', 'no']"
120,729,preprocessed/img/img_train/abstract_v002_train2015_000000000729.png,7290,Is the boy kicking with his left foot?,"['is', 'the', 'boy', 'kicking', 'with', 'his', 'left', 'foot', '?']","['yes', 'soccer ball']","['yes', 'soccer ball']"
121,729,preprocessed/img/img_train/abstract_v002_train2015_000000000729.png,7291,Can both boys play soccer?,"['can', 'both', 'boys', 'play', 'soccer', '?']",['yes'],['yes']
122,729,preprocessed/img/img_train/abstract_v002_train2015_000000000729.png,7292,What is in the sandbox?,"['what', 'is', 'in', 'the', 'sandbox', '?']","['toys', 'toy shovel and toy bucket', 'shovel', 'pail and shovel', 'bucket', 'sand', 'shovel and bucket', 'shovel, pail', 'bucket and shovel']","['toys', 'toy shovel and toy bucket', 'shovel', 'pail and shovel', 'bucket', 'sand', 'shovel and bucket', 'bucket and shovel']"
123,2298,preprocessed/img/img_train/abstract_v002_train2015_000000002298.png,22980,Does this boy have good upper body strength?,"['does', 'this', 'boy', 'have', 'good', 'upper', 'body', 'strength', '?']","['yes', 'no']","['yes', 'no']"
124,2298,preprocessed/img/img_train/abstract_v002_train2015_000000002298.png,22981,Is the girl riding the bike?,"['is', 'the', 'girl', 'riding', 'the', 'bike', '?']","['no', 'yes']","['no', 'yes']"
125,2298,preprocessed/img/img_train/abstract_v002_train2015_000000002298.png,22982,Is the cloud touching the monkey bars?,"['is', 'the', 'cloud', 'touching', 'the', 'monkey', 'bars', '?']",['no'],['no']
126,2698,preprocessed/img/img_train/abstract_v002_train2015_000000002698.png,26980,Is the boy looking out the window?,"['is', 'the', 'boy', 'looking', 'out', 'the', 'window', '?']","['yes', 'no']","['yes', 'no']"
127,2698,preprocessed/img/img_train/abstract_v002_train2015_000000002698.png,26981,What color is the wall?,"['what', 'color', 'is', 'the', 'wall', '?']","['natural', 'beige', 'tan', 'mauve', 'light gray']","['natural', 'beige', 'tan', 'mauve', 'light gray']"
128,2698,preprocessed/img/img_train/abstract_v002_train2015_000000002698.png,26982,Is the floor clean?,"['is', 'the', 'floor', 'clean', '?']",['yes'],['yes']
129,3256,preprocessed/img/img_train/abstract_v002_train2015_000000003256.png,32560,Where is the woman?,"['where', 'is', 'the', 'woman', '?']","['in chair', 'on chair', 'couch', 'chair']","['in chair', 'on chair', 'couch', 'chair']"
130,3256,preprocessed/img/img_train/abstract_v002_train2015_000000003256.png,32561,Does the bookcase hold a phone book?,"['does', 'the', 'bookcase', 'hold', 'a', 'phone', 'book', '?']","['yes', 'maybe', 'no']","['yes', 'maybe', 'no']"
131,3256,preprocessed/img/img_train/abstract_v002_train2015_000000003256.png,32562,Are both blue books slanted the same way?,"['are', 'both', 'blue', 'books', 'slanted', 'the', 'same', 'way', '?']",['no'],['no']
